-135.0,991.0
-134.75000000000003,993.0
-134.5,1009.0
-134.25,1014.0
-133.99999999999997,1016.0
-133.75,1024.0
-133.5,1024.0
-133.24999999999997,1027.0
-133.0,1020.0
-132.75,1016.0
-132.5,1022.0
-132.25,1026.0
-132.0,1031.0
-131.75,1035.0
-131.5,1039.0
-131.25,1042.0
-131.00000000000003,1044.0
-130.75000000000003,1040.0
-130.5,1039.0
-130.24999999999997,1045.0
-130.0,1048.0
-129.75,1050.0
-129.49999999999997,1056.0
-129.25,1059.0
-129.0,1060.0
-128.75,1061.0
-128.5,1063.0
-128.25,1064.0
-128.0,1070.0
-127.74999999999999,1074.0
-127.5,1080.0
-127.25,1088.0
-127.00000000000003,1092.0
-126.75000000000001,1089.0
-126.49999999999999,1091.0
-126.24999999999999,1092.0
-126.0,1084.0
-125.75,1092.0
-125.50000000000001,1102.0
-125.25,1102.0
-124.99999999999999,1103.0
-124.75,1098.0
-124.5,1114.0
-124.25,1118.0
-124.0,1124.0
-123.75,1127.0
-123.5,1128.0
-123.25000000000003,1129.0
-123.00000000000001,1129.0
-122.74999999999999,1125.0
-122.49999999999999,1113.0
-122.25000000000001,1058.0
-122.0,1039.0
-121.74999999999997,989.0
-121.5,980.0
-121.25,972.0
-121.0,969.0
-120.75,969.0
-120.50000000000001,971.0
-120.25,968.0
-119.99999999999999,961.0
-119.75,958.0
-119.49999999999999,955.0
-119.25000000000001,942.0
-119.0,942.0
-118.74999999999999,940.0
-118.50000000000001,933.0
-118.25,923.0
-118.0,923.0
-117.75000000000001,929.0
-117.5,929.0
-117.24999999999999,920.0
-117.0,920.0
-116.75,917.0
-116.5,912.0
-116.25,908.0
-116.0,901.0
-115.75,902.0
-115.50000000000003,902.0
-115.25,888.0
-114.99999999999999,866.0
-114.74999999999999,863.0
-114.49999999999999,778.0
-114.25,710.0
-114.0,678.0
-113.75,668.0
-113.5,676.0
-113.25,679.0
-113.0,688.0
-112.75,686.0
-112.5,686.0
-112.25000000000001,702.0
-112.0,763.0
-111.74999999999999,743.0
-111.5,742.0
-111.25,751.0
-111.0,743.0
-110.75,760.0
-110.5,754.0
-110.25,727.0
-110.0,765.0
-109.75,851.0
-109.50000000000001,771.0
-109.25,773.0
-108.99999999999999,814.0
-108.75,843.0
