1699699277301,326.4487477310638,-1211.983550408143,7772.658501266878,-1110.3229994594021,7900.358652420248,-1313.6441013568838,7644.958350113509
1699699277301,151.57505534984756,-1148.1810467516332,6272.259483992132,-1147.913811851753,6348.046540516222,-1148.4482816515133,6196.472427468042
1699699277301,330.93295072324224,-1680.5435322197745,3834.16780825327,-1535.7987919814682,3753.992284295249,-1825.2882724580809,3914.343332211291
1699699277301,353.4503958251915,-1320.5815798561975,2655.2870834181495,-1349.652288494005,2829.604866436813,-1291.5108712183899,2480.969300399486
1699699277301,106.41228084631244,-2234.388573447603,3928.8009378776187,-2181.6432911085167,3935.788682127281,-2287.1338557866893,3921.8131936279565
1699699277301,234.0763233495613,-672.1704150743815,1064.5475573268304,-582.6540406788884,989.1502761868717,-761.6867894698746,1139.9448384667894
1699699277526,127.74843322684416,-1114.568670303168,8612.156162287738,-1103.6099850928313,8675.083284949107,-1125.5273555135047,8549.229039626367
1699699277526,343.65928825370196,-1210.3294655172438,7763.302786720353,-1110.7405187622824,7903.329456626473,-1309.9184122722052,7623.2761168142315
1699699277526,152.42580142979523,-1144.468859754366,6101.579436737439,-1144.9858066671625,6177.790584224327,-1143.9519128415693,6025.368289250551
1699699277526,324.0243452829239,-1683.0487178769536,3840.1645888124035,-1539.963926772345,3764.1732298394427,-1826.1335089815623,3916.1559477853643
1699699277526,315.3479145528512,-1319.8510049624706,2666.92880442961,-1346.2081997195387,2822.384184162014,-1293.4938102054027,2511.4734246972052
1699699277526,119.22407960313849,-2234.7637287553207,3929.1627583176432,-2175.3407660453145,3924.4186259344688,-2294.186691465327,3933.9068907008177
1699699277526,239.44269620583339,-661.0798226216766,1046.7247808908094,-570.4731199678314,968.471176336275,-751.6865252755217,1124.9783854453437
1699699277526,102.83957967109313,-789.5685425030642,1126.860027644452,-751.0546701623283,1092.7913261127928,-828.0824148438002,1160.9287291761111
1699699277601,232.3478356512868,-1203.6545173729755,7824.786381980321,-1109.2096146517215,7892.436507870316,-1298.0994200942296,7757.136256090325
1699699277601,147.63745918680786,-1146.5645329123045,6263.405867978603,-1145.9564328515407,6337.222092842113,-1147.1726329730684,6189.589643115094
1699699277601,331.22461179819595,-1684.5498666152403,3843.3270497085414,-1539.5852781549925,3763.247689335425,-1829.5144550754878,3923.4064100816577
1699699277601,310.50596805328917,-1316.9979571965996,2661.089136367064,-1342.3335998482642,2814.2609166028656,-1291.6623145449348,2507.9173561312623
1699699277601,106.6612272953667,-2231.180417845604,3923.148262387018,-2178.2496237667924,3929.6663441773053,-2284.1112119244162,3916.63018059673
