-100,1770,
-170,2950,
-220,4130,
-40,4700,
1580,5420,
2760,5510,
4520,5730,
5700,5750,
7460,5950,
8620,6160,
9210,6230,
10220,5640,
10620,4520,
10790,3350,
10860,2760,
11070,1600,
