1700565869918,258.2865564295715,391.70692199904033,-326.00874367104973,444.06305858515185,-444.0630585851518,339.35078541292876,-207.95442875694764
1700565869918,328.3562484032078,3612.9244479846707,-2010.5101284719522,3487.1855204749495,-2116.076120036766,3738.663375494392,-1904.9441369071383
1700565869918,199.72730244459933,-1224.210348437052,8318.399411782546,-1139.220658952412,8370.835101124381,-1309.2000379216922,8265.963722440709
1700565869918,244.1652060089041,-1139.1170537449984,6632.323927245334,-1130.2460049339204,6754.083799326961,-1147.9881025560765,6510.564055163707
1700565869918,276.5518918180475,-1607.5924112775215,4323.246049207226,-1500.1280253965665,4236.2308609682495,-1715.0567971584762,4410.261237446202
1700565869918,378.8956046439936,-1307.853463178331,3126.9999758630975,-1322.8900519101153,3315.8501037527694,-1292.8168744465465,2938.149847973425
1700565869918,322.1378320199986,-639.7473115761161,1156.200753168106,-529.3529226963115,1038.913607203637,-750.1417004559206,1273.4878991325752
1700565870143,202.76569270878647,-1225.410540181295,8326.813828018352,-1140.8388701156966,8382.725491893023,-1309.9822102468934,8270.902164143683
1700565870143,109.13453503168594,-1140.097620010463,6723.506252704934,-1134.2071474745767,6777.754653763855,-1145.9880925463494,6669.257851646013
1700565870143,242.34863093380892,-1150.4823733804174,6210.272706879472,-1144.8887715786977,6331.317848656236,-1156.075975182137,6089.227565102709
1700565870143,279.16039318789495,-1608.136068334947,4324.64406101115,-1500.1280253965665,4236.2308609682495,-1716.1441112733273,4413.057261054051
1700565870143,373.2234045604436,-1308.6750511842229,3128.82384978446,-1322.5194944726054,3314.9212941998976,-1294.8306078958403,2942.7264053690224
1700565870143,343.6573592279834,-646.2917624313841,1167.431309617593,-530.2609036957906,1040.6956202520137,-762.3226211669776,1294.1669989831719
1700565870218,197.92795030465774,392.37526534098174,-323.94101742546184,430.16520060251355,-415.4057055344802,354.58533007944993,-232.47632931644353
1700565870218,190.6158682234543,-1223.9919305525834,8315.904770476722,-1137.0630440680322,8354.98124676619,-1310.9208170371346,8276.828294187255
